"order_id";"date";"late_delivery_risk";"shipping_mode";"customer_id";"department_name";"market";"city";"state";"country";"region";"product_id";"price";"cost";"quantity";"payment_type"
11020;"2024-04-23";1;"Same Day";19358;"Footwear";"Europe";"Ugep";"Kinshasa";"Angola";"South Africa";885;92.37;63.83;9;"DEBIT"
11022;"2024-06-24";1;"Standard Class";11018;"Outdoors";"Africa";"Dakar";"Kinshasa";"Angola";"West Africa";282;28.57;14.69;5;"CREDIT"
11268;"2022-11-11";0;"Same Day";3249;"Golf";"Europe";"Ugep";"Kinshasa";"Angola";"North Africa";828;54.01;17.79;6;"CREDIT"
11294;"2024-05-20";1;"Second Class";8224;"Golf";"Australia";"Kuito";"Cross River";"Nigeria";"North Africa";235;18.09;58.72;9;"DEBIT"
11396;"2023-03-16";1;"Second Class";5474;"Footwear";"Africa";"Kuito";"Grand Casablanca";"Nigeria";"North Africa";1350;75.34;48.74;8;"CREDIT"
11451;"2024-08-27";0;"Second Class";3570;"Golf";"Africa";"Casablanca";"Bayelsa";"Democratic Republic of the Congo";"West Africa";957;53.82;79.89;6;"CASH"
11585;"2025-04-23";0;"Standard Class";10731;"Technology";"Asia";"Kuito";"Kinshasa";"Democratic Republic of the Congo";"North Africa";93;36.85;45.58;1;"CASH"
11603;"2022-09-11";1;"Standard Class";424;"Golf";"Europe";"Kuito";"Kinshasa";"Angola";"South Africa";823;35.61;7.81;9;"CASH"
11640;"2022-07-19";1;"Second Class";1555;"Outdoors";"Africa";"Casablanca";"Bayelsa";"Democratic Republic of the Congo";"North Africa";567;29.47;85.34;1;"DEBIT"
11793;"2022-12-20";1;"Standard Class";19449;"Footwear";"Africa";"Casablanca";"Dakar";"Democratic Republic of the Congo";"Central Africa";306;69.11;20.46;2;"CASH"
11814;"2023-12-09";0;"First Class";3298;"Outdoors";"Australia";"Ugep";"Bayelsa";"Democratic Republic of the Congo";"West Africa";893;98.91;18.94;5;"DEBIT"
11897;"2023-12-24";0;"Standard Class";10519;"Outdoors";"Asia";"Casablanca";"Kinshasa";"Nigeria";"Central Africa";924;93.22;31.2;3;"CREDIT"
11958;"2024-12-23";0;"Same Day";155;"Apparel";"Africa";"Kinshasa";"Kinshasa";"Morocco";"South Africa";403;48.53;78.64;8;"CASH"
12053;"2024-06-10";1;"Standard Class";12382;"Golf";"Asia";"Kinshasa";"Bayelsa";"Angola";"South Africa";359;92.78;48.34;5;"CREDIT"
12152;"2022-06-23";0;"Same Day";19490;"Apparel";"Australia";"Casablanca";"Bayelsa";"Nigeria";"Central Africa";564;39.9;88.37;7;"DEBIT"
12181;"2023-01-14";1;"Standard Class";587;"Footwear";"Asia";"Kinshasa";"Cross River";"Senegal";"Central Africa";1349;55.93;86.64;8;"CREDIT"
12234;"2022-07-26";0;"First Class";1429;"Footwear";"Europe";"Dakar";"Cross River";"Nigeria";"North Africa";957;46.67;15.25;4;"DEBIT"
12243;"2022-12-08";0;"First Class";5643;"Outdoors";"Asia";"Casablanca";"Grand Casablanca";"Senegal";"North Africa";642;73.34;28.37;4;"DEBIT"
12253;"2024-10-28";0;"Standard Class";2053;"Technology";"Africa";"Dakar";"Bayelsa";"Morocco";"Central Africa";567;32.3;74.87;4;"CREDIT"
12308;"2023-03-09";0;"Standard Class";8841;"Golf";"Europe";"Casablanca";"Bayelsa";"Senegal";"Central Africa";191;12.34;12.43;9;"DEBIT"
12309;"2022-08-10";1;"Second Class";6670;"Outdoors";"Africa";"Kuito";"Dakar";"Angola";"North Africa";977;64.7;10.19;2;"CASH"
12344;"2022-10-04";1;"Same Day";11438;"Technology";"Australia";"Casablanca";"Cross River";"Angola";"South Africa";93;50.78;82.76;4;"DEBIT"
12386;"2024-11-24";1;"Second Class";10577;"Outdoors";"Asia";"Kuito";"Kinshasa";"Democratic Republic of the Congo";"South Africa";116;33.46;33.03;8;"CREDIT"
12420;"2024-09-29";0;"First Class";1944;"Footwear";"Africa";"Dakar";"Kinshasa";"Senegal";"Central Africa";828;97.33;65.04;6;"DEBIT"
12430;"2024-07-20";1;"Standard Class";8746;"Footwear";"Europe";"Casablanca";"Kinshasa";"Senegal";"West Africa";37;57.31;25.62;2;"DEBIT"
12567;"2023-03-28";1;"Second Class";9189;"Apparel";"Europe";"Casablanca";"Dakar";"Senegal";"North Africa";364;13.0;12.05;9;"CASH"
12610;"2024-11-30";0;"First Class";2106;"Outdoors";"Asia";"Casablanca";"Kinshasa";"Nigeria";"North Africa";44;19.83;18.94;1;"CASH"
12663;"2023-12-17";1;"First Class";19368;"Golf";"Australia";"Dakar";"Cross River";"Morocco";"Central Africa";191;80.2;87.03;5;"DEBIT"
12712;"2023-08-29";1;"Second Class";10046;"Outdoors";"Australia";"Dakar";"Grand Casablanca";"Nigeria";"Central Africa";1357;87.3;63.31;7;"CREDIT"
12837;"2023-04-12";0;"Standard Class";1260;"Apparel";"Asia";"Dakar";"Kinshasa";"Democratic Republic of the Congo";"Central Africa";567;14.62;26.11;1;"CREDIT"
12882;"2024-10-23";0;"Standard Class";6416;"Footwear";"Asia";"Casablanca";"Kinshasa";"Angola";"South Africa";572;68.52;25.85;6;"CREDIT"
13259;"2024-05-08";0;"Standard Class";8404;"Footwear";"Africa";"Ugep";"Kinshasa";"Democratic Republic of the Congo";"West Africa";1357;25.0;12.17;5;"DEBIT"
13342;"2024-07-08";1;"Second Class";7347;"Apparel";"Africa";"Ugep";"Kinshasa";"Democratic Republic of the Congo";"West Africa";134;46.28;77.27;5;"DEBIT"
13616;"2023-02-23";0;"Second Class";1325;"Apparel";"Australia";"Kuito";"Dakar";"Senegal";"South Africa";810;78.57;60.49;4;"CASH"
13638;"2024-02-24";0;"First Class";2790;"Apparel";"Asia";"Ugep";"Kinshasa";"Democratic Republic of the Congo";"West Africa";797;65.07;71.97;1;"CASH"
13667;"2022-08-21";0;"First Class";1168;"Apparel";"Asia";"Dakar";"Cross River";"Angola";"South Africa";810;49.38;31.39;9;"CASH"
13707;"2023-06-12";0;"Same Day";10042;"Golf";"Asia";"Kinshasa";"Grand Casablanca";"Nigeria";"South Africa";627;48.95;27.59;3;"CREDIT"
13719;"2022-11-13";0;"Same Day";8274;"Golf";"Australia";"Dakar";"Grand Casablanca";"Morocco";"Central Africa";627;76.1;89.11;6;"CREDIT"
13832;"2022-08-30";0;"First Class";9814;"Golf";"Asia";"Kinshasa";"Cross River";"Democratic Republic of the Congo";"West Africa";565;30.04;31.34;9;"CASH"
14140;"2022-10-04";0;"First Class";6827;"Outdoors";"Asia";"Ugep";"Grand Casablanca";"Democratic Republic of the Congo";"North Africa";567;41.62;58.97;9;"CASH"
14344;"2024-01-12";0;"Second Class";12255;"Apparel";"Asia";"Kinshasa";"Bayelsa";"Morocco";"North Africa";825;25.65;57.22;2;"CREDIT"
14380;"2024-01-11";0;"First Class";12094;"Footwear";"Europe";"Kuito";"Grand Casablanca";"Nigeria";"West Africa";822;77.79;37.89;8;"CASH"
14394;"2023-03-13";1;"First Class";5138;"Apparel";"Africa";"Ugep";"Grand Casablanca";"Morocco";"West Africa";364;42.8;55.1;4;"DEBIT"
14421;"2023-05-19";0;"Second Class";6045;"Apparel";"Australia";"Casablanca";"Cross River";"Morocco";"Central Africa";37;28.73;61.58;2;"CASH"
14579;"2023-01-08";0;"First Class";8899;"Apparel";"Australia";"Dakar";"Bayelsa";"Democratic Republic of the Congo";"West Africa";364;81.82;53.31;1;"CASH"
14617;"2023-06-01";0;"First Class";11531;"Apparel";"Africa";"Ugep";"Kinshasa";"Democratic Republic of the Congo";"South Africa";926;51.44;30.47;6;"DEBIT"
14643;"2022-08-14";0;"Standard Class";14630;"Golf";"Europe";"Ugep";"Bayelsa";"Democratic Republic of the Congo";"West Africa";60;82.69;57.73;6;"DEBIT"
14709;"2024-12-28";1;"First Class";3142;"Technology";"Australia";"Kinshasa";"Bayelsa";"Senegal";"North Africa";1353;82.45;70.32;5;"CASH"
14733;"2023-09-20";0;"Standard Class";6149;"Apparel";"Africa";"Kinshasa";"Grand Casablanca";"Democratic Republic of the Congo";"North Africa";572;41.87;35.08;2;"CREDIT"
14798;"2024-04-16";0;"Standard Class";3222;"Outdoors";"Europe";"Kinshasa";"Grand Casablanca";"Angola";"South Africa";249;71.81;45.67;2;"CREDIT"
14848;"2023-10-07";0;"Same Day";8078;"Technology";"Asia";"Kuito";"Cross River";"Nigeria";"West Africa";565;57.38;11.7;7;"CASH"
14917;"2023-04-21";1;"Same Day";9047;"Technology";"Australia";"Kuito";"Bayelsa";"Morocco";"North Africa";306;43.47;57.68;2;"CREDIT"
14934;"2023-07-03";0;"Second Class";19465;"Golf";"Australia";"Kuito";"Grand Casablanca";"Angola";"West Africa";172;34.5;20.16;3;"CREDIT"
14976;"2024-04-22";0;"First Class";6492;"Technology";"Asia";"Kinshasa";"Grand Casablanca";"Nigeria";"North Africa";957;48.86;5.91;7;"DEBIT"
15029;"2022-09-20";0;"Standard Class";11667;"Apparel";"Africa";"Kinshasa";"Bayelsa";"Morocco";"Central Africa";804;68.61;28.74;4;"CASH"
15056;"2023-02-08";1;"Second Class";12160;"Golf";"Australia";"Kinshasa";"Cross River";"Morocco";"North Africa";172;89.16;71.21;3;"CREDIT"
15063;"2023-02-03";0;"First Class";9163;"Footwear";"Africa";"Kinshasa";"Bayelsa";"Democratic Republic of the Congo";"North Africa";403;10.77;62.4;3;"DEBIT"
15387;"2024-02-23";1;"Second Class";3424;"Outdoors";"Asia";"Casablanca";"Cross River";"Nigeria";"South Africa";203;31.31;14.9;5;"CREDIT"
15730;"2024-07-27";1;"First Class";4936;"Outdoors";"Australia";"Ugep";"Kinshasa";"Angola";"North Africa";1351;26.22;58.31;3;"DEBIT"
15824;"2022-08-31";1;"First Class";9316;"Technology";"Asia";"Casablanca";"Kinshasa";"Nigeria";"Central Africa";359;70.64;48.98;1;"DEBIT"
15869;"2024-06-30";0;"Standard Class";288;"Footwear";"Africa";"Kuito";"Grand Casablanca";"Morocco";"South Africa";116;79.27;8.53;1;"DEBIT"
15961;"2025-06-05";0;"Second Class";3784;"Footwear";"Asia";"Kinshasa";"Kinshasa";"Democratic Republic of the Congo";"South Africa";926;50.96;67.81;6;"CASH"
15974;"2025-03-04";1;"Standard Class";3990;"Apparel";"Asia";"Dakar";"Cross River";"Democratic Republic of the Congo";"West Africa";825;43.03;49.75;1;"DEBIT"
16271;"2022-08-01";1;"Same Day";19379;"Apparel";"Africa";"Dakar";"Cross River";"Morocco";"South Africa";1350;89.21;15.0;3;"DEBIT"
16291;"2025-04-13";0;"Same Day";4998;"Apparel";"Australia";"Casablanca";"Grand Casablanca";"Senegal";"Central Africa";365;57.5;34.97;7;"CASH"
16335;"2024-12-28";0;"Second Class";12383;"Apparel";"Australia";"Kinshasa";"Cross River";"Democratic Republic of the Congo";"Central Africa";810;29.19;39.61;2;"CREDIT"
16367;"2025-04-04";0;"Standard Class";7200;"Technology";"Europe";"Kuito";"Kinshasa";"Morocco";"South Africa";203;13.05;7.66;3;"CASH"
16538;"2025-02-02";1;"First Class";6742;"Golf";"Australia";"Dakar";"Bayelsa";"Democratic Republic of the Congo";"South Africa";797;22.14;11.55;6;"DEBIT"
16646;"2023-12-15";0;"Same Day";8100;"Golf";"Africa";"Casablanca";"Cross River";"Angola";"West Africa";1353;17.4;83.12;2;"CASH"
16754;"2023-10-16";1;"Same Day";1425;"Outdoors";"Australia";"Ugep";"Kinshasa";"Morocco";"North Africa";886;96.0;24.25;6;"CASH"
16946;"2024-04-05";1;"First Class";4594;"Apparel";"Europe";"Kuito";"Bayelsa";"Democratic Republic of the Congo";"West Africa";276;21.67;45.42;9;"CREDIT"
16998;"2023-02-02";1;"First Class";10288;"Technology";"Asia";"Dakar";"Bayelsa";"Democratic Republic of the Congo";"South Africa";251;90.15;55.52;4;"DEBIT"
17020;"2022-08-25";0;"Same Day";11044;"Outdoors";"Africa";"Kinshasa";"Dakar";"Nigeria";"North Africa";567;47.08;75.95;3;"CREDIT"
17121;"2022-08-16";0;"Same Day";11924;"Apparel";"Africa";"Casablanca";"Bayelsa";"Angola";"South Africa";24;69.83;31.25;6;"DEBIT"
17154;"2024-04-11";0;"First Class";12214;"Footwear";"Europe";"Kinshasa";"Kinshasa";"Morocco";"North Africa";1352;20.68;20.14;9;"CASH"
17262;"2024-09-25";0;"Second Class";5917;"Technology";"Europe";"Kuito";"Bayelsa";"Democratic Republic of the Congo";"South Africa";917;93.54;26.53;1;"CASH"
17299;"2025-06-11";1;"First Class";19390;"Technology";"Africa";"Casablanca";"Dakar";"Senegal";"South Africa";1351;18.71;44.5;1;"CREDIT"
17354;"2023-09-11";1;"Standard Class";3372;"Technology";"Africa";"Casablanca";"Grand Casablanca";"Senegal";"North Africa";278;76.67;83.73;6;"CASH"
17492;"2024-08-11";1;"First Class";1758;"Footwear";"Europe";"Dakar";"Grand Casablanca";"Morocco";"North Africa";1349;86.39;79.41;6;"DEBIT"
17580;"2023-06-11";1;"First Class";7720;"Technology";"Australia";"Casablanca";"Kinshasa";"Angola";"Central Africa";957;24.21;47.89;9;"CREDIT"
17724;"2022-09-02";1;"Standard Class";1443;"Golf";"Asia";"Kuito";"Kinshasa";"Nigeria";"South Africa";306;84.27;59.22;1;"CASH"
17781;"2024-05-26";0;"First Class";146;"Apparel";"Australia";"Ugep";"Bayelsa";"Morocco";"Central Africa";203;74.15;75.28;9;"CASH"
17793;"2024-05-26";0;"Second Class";5054;"Footwear";"Africa";"Kinshasa";"Cross River";"Angola";"West Africa";564;59.73;73.86;2;"CASH"
17897;"2025-01-01";0;"Standard Class";5243;"Golf";"Australia";"Dakar";"Grand Casablanca";"Democratic Republic of the Congo";"Central Africa";572;79.14;30.09;3;"CASH"
17956;"2022-12-22";0;"Standard Class";6950;"Golf";"Asia";"Ugep";"Grand Casablanca";"Democratic Republic of the Congo";"West Africa";564;21.92;76.29;2;"CREDIT"
18067;"2024-02-10";0;"Standard Class";11664;"Golf";"Australia";"Casablanca";"Bayelsa";"Morocco";"South Africa";278;76.76;85.66;9;"CASH"
18120;"2024-07-24";1;"Same Day";7175;"Outdoors";"Europe";"Dakar";"Bayelsa";"Morocco";"South Africa";403;71.98;21.59;2;"CREDIT"
18169;"2023-11-12";1;"Same Day";4867;"Technology";"Australia";"Kinshasa";"Bayelsa";"Nigeria";"South Africa";1353;57.83;49.34;7;"DEBIT"
18234;"2023-12-10";1;"Standard Class";542;"Apparel";"Australia";"Casablanca";"Kinshasa";"Nigeria";"North Africa";249;11.55;16.72;7;"CASH"
18324;"2025-01-14";0;"First Class";7146;"Technology";"Asia";"Dakar";"Grand Casablanca";"Morocco";"Central Africa";564;97.3;59.72;4;"DEBIT"
18462;"2025-04-07";1;"First Class";1303;"Outdoors";"Australia";"Dakar";"Grand Casablanca";"Morocco";"West Africa";885;39.52;88.3;9;"CREDIT"
18481;"2023-12-15";0;"Standard Class";6123;"Outdoors";"Australia";"Kuito";"Grand Casablanca";"Nigeria";"West Africa";1352;29.47;9.24;4;"CASH"
18549;"2023-05-28";0;"Same Day";11011;"Outdoors";"Europe";"Kinshasa";"Cross River";"Morocco";"West Africa";893;76.23;70.32;2;"DEBIT"
18583;"2024-08-12";1;"First Class";19361;"Golf";"Africa";"Kinshasa";"Dakar";"Nigeria";"North Africa";502;58.41;61.6;2;"CREDIT"
18590;"2022-08-04";0;"Second Class";4539;"Footwear";"Australia";"Dakar";"Cross River";"Senegal";"West Africa";905;82.34;38.59;3;"CASH"
18622;"2022-10-22";0;"Standard Class";123;"Outdoors";"Asia";"Ugep";"Grand Casablanca";"Nigeria";"Central Africa";897;53.81;80.66;4;"DEBIT"
18624;"2024-10-27";0;"Same Day";7272;"Outdoors";"Australia";"Kinshasa";"Bayelsa";"Democratic Republic of the Congo";"South Africa";37;83.97;78.08;3;"CREDIT"
18647;"2024-02-29";1;"Standard Class";1491;"Technology";"Australia";"Ugep";"Cross River";"Angola";"West Africa";1360;18.0;23.07;9;"DEBIT"
18665;"2024-02-02";1;"Second Class";19391;"Footwear";"Europe";"Ugep";"Grand Casablanca";"Senegal";"South Africa";1349;59.16;87.89;5;"CREDIT"
18889;"2023-01-26";1;"First Class";3131;"Golf";"Asia";"Ugep";"Kinshasa";"Nigeria";"West Africa";957;90.18;78.55;6;"DEBIT"
18893;"2025-02-23";0;"First Class";2882;"Footwear";"Europe";"Kinshasa";"Grand Casablanca";"Morocco";"Central Africa";1363;39.7;61.33;2;"CASH"
18974;"2023-04-03";1;"Same Day";8925;"Footwear";"Asia";"Casablanca";"Kinshasa";"Morocco";"South Africa";567;70.82;25.92;3;"CREDIT"
19059;"2022-08-31";0;"First Class";19467;"Technology";"Europe";"Casablanca";"Cross River";"Senegal";"North Africa";893;51.75;11.92;8;"CREDIT"
19107;"2024-03-03";0;"First Class";1429;"Footwear";"Asia";"Ugep";"Grand Casablanca";"Democratic Republic of the Congo";"Central Africa";273;55.02;19.67;7;"CREDIT"
19138;"2022-10-25";0;"Same Day";4707;"Golf";"Europe";"Dakar";"Kinshasa";"Senegal";"West Africa";825;72.19;15.33;8;"DEBIT"
19183;"2024-12-13";1;"Same Day";10819;"Apparel";"Australia";"Kuito";"Cross River";"Morocco";"North Africa";810;28.94;33.97;9;"CASH"
19306;"2024-11-21";1;"Standard Class";11743;"Footwear";"Asia";"Kinshasa";"Grand Casablanca";"Nigeria";"West Africa";1351;39.89;83.06;2;"CREDIT"
19386;"2025-03-13";0;"First Class";14848;"Outdoors";"Asia";"Kinshasa";"Dakar";"Nigeria";"North Africa";191;27.52;87.05;6;"DEBIT"
19463;"2024-07-12";1;"Second Class";7465;"Outdoors";"Africa";"Kuito";"Bayelsa";"Angola";"Central Africa";957;40.26;39.86;7;"DEBIT"
19583;"2022-12-04";0;"Standard Class";14097;"Outdoors";"Asia";"Kuito";"Grand Casablanca";"Angola";"West Africa";957;13.83;30.5;4;"CASH"
19613;"2024-01-20";0;"Second Class";4209;"Technology";"Europe";"Dakar";"Kinshasa";"Democratic Republic of the Congo";"Central Africa";564;78.89;47.61;2;"DEBIT"
19663;"2023-04-22";0;"First Class";1275;"Outdoors";"Europe";"Casablanca";"Bayelsa";"Morocco";"North Africa";1353;63.49;25.27;8;"DEBIT"
19704;"2024-04-28";0;"First Class";11216;"Outdoors";"Africa";"Ugep";"Bayelsa";"Angola";"North Africa";235;20.79;69.01;7;"DEBIT"
19737;"2024-09-11";0;"Same Day";11189;"Outdoors";"Australia";"Kinshasa";"Bayelsa";"Morocco";"Central Africa";364;57.34;54.2;6;"DEBIT"
19744;"2022-11-28";1;"Second Class";6217;"Outdoors";"Europe";"Ugep";"Kinshasa";"Senegal";"West Africa";134;66.12;29.25;9;"CREDIT"
19839;"2023-12-21";1;"Same Day";19377;"Apparel";"Asia";"Ugep";"Dakar";"Nigeria";"Central Africa";306;96.51;43.78;4;"DEBIT"
19900;"2025-01-13";0;"Second Class";8011;"Technology";"Europe";"Ugep";"Dakar";"Democratic Republic of the Congo";"North Africa";627;51.79;15.36;4;"DEBIT"
20048;"2022-11-14";1;"Standard Class";12101;"Footwear";"Asia";"Ugep";"Kinshasa";"Morocco";"West Africa";1363;76.77;86.39;5;"DEBIT"
20093;"2024-03-12";1;"Second Class";13163;"Apparel";"Asia";"Ugep";"Kinshasa";"Democratic Republic of the Congo";"West Africa";276;72.13;54.01;3;"CREDIT"
20183;"2022-10-13";1;"First Class";3528;"Technology";"Australia";"Dakar";"Bayelsa";"Morocco";"North Africa";134;53.8;40.5;8;"CREDIT"
20199;"2023-02-17";0;"Same Day";12101;"Footwear";"Africa";"Casablanca";"Cross River";"Morocco";"North Africa";810;13.81;61.39;7;"CREDIT"
20212;"2025-02-04";0;"First Class";397;"Apparel";"Australia";"Dakar";"Bayelsa";"Nigeria";"West Africa";37;66.91;5.1;8;"DEBIT"
20215;"2025-04-06";1;"Standard Class";9494;"Golf";"Australia";"Kuito";"Dakar";"Angola";"West Africa";835;61.99;67.79;1;"CASH"
20238;"2024-10-26";1;"First Class";19462;"Outdoors";"Asia";"Ugep";"Cross River";"Senegal";"Central Africa";1351;49.71;83.44;7;"DEBIT"
20309;"2023-06-08";0;"Second Class";10046;"Golf";"Africa";"Ugep";"Dakar";"Nigeria";"North Africa";893;80.83;54.09;4;"DEBIT"
20384;"2023-12-09";1;"Second Class";4399;"Technology";"Asia";"Casablanca";"Kinshasa";"Democratic Republic of the Congo";"West Africa";572;82.02;25.86;3;"DEBIT"
20391;"2022-11-29";0;"Same Day";9129;"Footwear";"Africa";"Ugep";"Kinshasa";"Senegal";"Central Africa";977;46.95;67.53;1;"DEBIT"
20485;"2024-02-29";1;"First Class";2709;"Outdoors";"Asia";"Kuito";"Kinshasa";"Angola";"West Africa";835;58.25;42.64;6;"CREDIT"
20558;"2025-01-28";1;"Same Day";8707;"Apparel";"Europe";"Dakar";"Bayelsa";"Angola";"Central Africa";251;29.76;86.07;3;"DEBIT"
20593;"2023-01-10";0;"Same Day";14287;"Golf";"Europe";"Kuito";"Dakar";"Senegal";"South Africa";203;36.29;56.71;2;"CASH"
20849;"2023-05-31";1;"Same Day";6448;"Outdoors";"Asia";"Ugep";"Dakar";"Angola";"West Africa";642;62.12;5.64;2;"CREDIT"
20880;"2022-10-15";1;"First Class";5845;"Apparel";"Europe";"Ugep";"Kinshasa";"Angola";"Central Africa";886;32.07;8.1;8;"DEBIT"
20956;"2023-02-13";0;"Standard Class";19476;"Apparel";"Europe";"Kuito";"Cross River";"Morocco";"Central Africa";897;96.93;21.83;6;"CREDIT"
20995;"2023-04-08";0;"First Class";6071;"Golf";"Asia";"Dakar";"Grand Casablanca";"Nigeria";"North Africa";564;87.39;52.68;7;"CREDIT"
21084;"2024-06-07";1;"Second Class";8645;"Footwear";"Australia";"Dakar";"Bayelsa";"Morocco";"South Africa";203;80.26;50.11;3;"CASH"
21175;"2024-10-29";1;"First Class";10051;"Footwear";"Asia";"Ugep";"Kinshasa";"Nigeria";"West Africa";93;13.48;38.35;4;"DEBIT"
21293;"2024-03-14";1;"Same Day";6408;"Technology";"Australia";"Dakar";"Cross River";"Angola";"South Africa";564;29.46;20.73;7;"DEBIT"
21297;"2024-09-21";1;"Second Class";19367;"Footwear";"Europe";"Casablanca";"Bayelsa";"Senegal";"West Africa";627;60.36;28.18;3;"CREDIT"
21302;"2022-07-28";1;"Same Day";3246;"Footwear";"Europe";"Kuito";"Dakar";"Angola";"West Africa";249;65.94;7.61;1;"DEBIT"
21368;"2023-08-25";0;"Same Day";6122;"Golf";"Africa";"Dakar";"Dakar";"Angola";"Central Africa";917;63.95;73.4;5;"CASH"
21490;"2024-04-11";0;"Same Day";9414;"Outdoors";"Australia";"Ugep";"Grand Casablanca";"Morocco";"Central Africa";116;43.27;37.8;7;"CASH"
21719;"2023-08-13";0;"Same Day";14645;"Technology";"Africa";"Kinshasa";"Dakar";"Nigeria";"North Africa";359;82.54;37.55;9;"CASH"
21734;"2022-08-13";0;"Second Class";19477;"Apparel";"Europe";"Ugep";"Grand Casablanca";"Democratic Republic of the Congo";"South Africa";821;11.01;56.94;4;"DEBIT"
21772;"2023-01-31";1;"Standard Class";7005;"Outdoors";"Africa";"Kuito";"Dakar";"Nigeria";"South Africa";567;51.15;6.8;3;"DEBIT"
22008;"2025-03-20";1;"Same Day";19481;"Footwear";"Africa";"Dakar";"Cross River";"Angola";"South Africa";818;18.22;67.04;9;"DEBIT"
22010;"2022-10-17";0;"Second Class";3969;"Footwear";"Europe";"Dakar";"Dakar";"Democratic Republic of the Congo";"North Africa";1349;39.55;28.92;8;"CREDIT"
22016;"2023-01-13";0;"First Class";2078;"Golf";"Europe";"Ugep";"Kinshasa";"Senegal";"Central Africa";564;43.85;11.37;8;"CASH"
22167;"2024-03-05";1;"Standard Class";19376;"Technology";"Asia";"Casablanca";"Grand Casablanca";"Senegal";"North Africa";251;92.12;18.08;2;"CREDIT"
22335;"2022-10-28";1;"First Class";9204;"Outdoors";"Africa";"Kinshasa";"Grand Casablanca";"Angola";"Central Africa";977;86.95;50.78;2;"CREDIT"
22383;"2024-01-01";1;"First Class";6448;"Golf";"Europe";"Kuito";"Dakar";"Morocco";"West Africa";1363;80.25;11.2;1;"DEBIT"
22432;"2023-10-10";1;"Same Day";3372;"Outdoors";"Africa";"Casablanca";"Dakar";"Morocco";"South Africa";977;65.68;26.73;5;"CREDIT"
22438;"2025-03-23";0;"Second Class";3471;"Outdoors";"Australia";"Ugep";"Dakar";"Democratic Republic of the Congo";"South Africa";818;73.68;22.16;2;"CASH"
